,LONGITUDE,LATITUDE,SCIENTIFICNAME,SITEVISITID,STARTDATE,ENDDATE,SITEID,SITECODE,LOCALITYDETAILS,LOCATIONPRECISION,PROJECTID,PROJECTNAME,ORGANISATIONID,ORGANISATIONNAME,ORGANISATIONACRONYM,year
51798,152.2408666666,-26.0713861111,Phascolarctos cinereus,1960820.0,20190712000000,,1720076.0,INCIDENTAL,Kilkivan. Ferguson Road.,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51799,152.6746472222,-26.3942194444,Phascolarctos cinereus,1960821.0,20190709000000,,1720077.0,INCIDENTAL,"48 Summerville Rd, Kandanga ""Mr Wattle""",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51803,152.41485,-26.0755666666,Phascolarctos cinereus,1960825.0,20190720000000,,1720081.0,INCIDENTAL,Half way between Woolooga Turn and Gympie/Woolooga Rd Turn Lower Wonga,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51804,152.6808611111,-26.4091416666,Phascolarctos cinereus,1960826.0,20190601000000,,1720082.0,INCIDENTAL,"200 Kandanga Imbil Rd, Melawondi",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51805,152.7057388888,-26.4200611111,Phascolarctos cinereus,1960827.0,20190725000000,,1720083.0,INCIDENTAL,170 Hyne Estate Road Kandanga,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51810,152.4285861111,-26.2313,Phascolarctos cinereus,1960943.0,20191030000000,,1720169.0,INCIDENTAL,"Power Road, Widgee (street number to confirm)",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51811,152.6555916666,-26.2369583333,Phascolarctos cinereus,1960944.0,20191031000000,,1720170.0,INCIDENTAL,Cnr English Rd and MacIntosh Creek Rd Jones Hill,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51812,152.4852777777,-26.2731805555,Phascolarctos cinereus,1960945.0,20191101000000,,1720171.0,INCIDENTAL,"1385 Geiger Road, Glastonbury",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51821,152.4462222222,-26.2141638888,Phascolarctos cinereus,1960840.0,20190106000000,,1720096.0,INCIDENTAL,130 Little Widgee Road Widgee,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51822,152.6744527777,-26.3224166666,Phascolarctos cinereus,1960845.0,20190104000000,,1720100.0,INCIDENTAL,"61 Dagun Rd, Dagun.",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51823,152.8674305555,-26.2750083333,Phascolarctos cinereus,1960842.0,20190111000000,,1720097.0,INCIDENTAL,154 Western Branch Road Kin Kin 4571,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51828,152.1533944444,-26.1699055555,Phascolarctos cinereus,1960848.0,20190203000000,,1720103.0,INCIDENTAL,"Kinbombi Creek, Kinbombi, Kilkivan",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51831,152.4260194444,-26.2346055555,Phascolarctos cinereus,1960851.0,20190711000000,,1720106.0,INCIDENTAL,Power Rd Widgee (reported by resident at 376 Power Rd),100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51834,152.6744444444,-26.3224083333,Phascolarctos cinereus,1960854.0,20190102000000,20190116000000.0,1720109.0,INCIDENTAL,"""TirraLirra"" 61 Dagun Rd, Dagun, near Arbes Lane.",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51835,152.7847888888,-26.048625,Phascolarctos cinereus,1960855.0,20190220000000,,1720110.0,INCIDENTAL,"Joseph van Haren property. 1 Tinana Road, Goomboorian",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51836,152.7872055555,-26.0403527777,Phascolarctos cinereus,1960856.0,20190216000000,,1720111.0,INCIDENTAL,PArk on corner Tin Can Road and PRiddy Road,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51846,152.8618361111,-26.1827444444,Phascolarctos cinereus,1960866.0,20190207000000,,1720122.0,INCIDENTAL,431 Wolvi Mtn Rd,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51847,152.770225,-26.3273777777,Phascolarctos cinereus,1960867.0,20190224000000,,1720123.0,INCIDENTAL,"Riley Road, Traveston",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51848,152.8192666666,-26.1145861111,Phascolarctos cinereus,1960868.0,20190630000000,20190630000000.0,1720124.0,INCIDENTAL,612 Tagigan Rd Wolvi,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51852,152.7608,-26.3518583333,Phascolarctos cinereus,1960872.0,20190227000000,,1720128.0,INCIDENTAL,"Bruce Hway, just north of Coles Creek",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51853,152.5005111111,-26.2114222222,Phascolarctos cinereus,1960873.0,20190316000000,,1720129.0,INCIDENTAL,"Gympie Woolooga Road, Glastonbury",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51854,152.691075,-26.3757,Phascolarctos cinereus,1960874.0,20190313000000,,1720130.0,INCIDENTAL,"26 Juster Road, Kandanga",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51855,152.830925,-26.171325,Phascolarctos cinereus,1960875.0,20190308000000,,1720131.0,INCIDENTAL,"Cnr Sunshine and Vines Roads, Wolvi",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51856,152.7374555555,-26.2870194444,Phascolarctos cinereus,1960876.0,20190319000000,,1720132.0,INCIDENTAL,"379 Burridge Rd, Tandur",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51864,152.7972027777,-26.1189527777,Phascolarctos cinereus,1960884.0,20190301000000,,1720140.0,INCIDENTAL,"Yeltukka Road, Wilsons Pocket",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51866,152.7775027777,-26.0276277777,Phascolarctos cinereus,1960886.0,20190102000000,,1720142.0,INCIDENTAL,House corner Anderleigh and Johnson Road.,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51867,152.8348583333,-26.00065,Phascolarctos cinereus,1960887.0,20190304000000,,1720143.0,INCIDENTAL,Toolara Forest,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51868,152.8348583333,-26.00065,Phascolarctos cinereus,1960888.0,20190304000000,,1720144.0,INCIDENTAL,Toolara Forest,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51869,152.7866972222,-26.0402388888,Phascolarctos cinereus,1960889.0,20190330000000,,1720145.0,INCIDENTAL,Bill Roddeau Park via Kia Ora,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51874,152.5170777777,-26.2130888888,Phascolarctos cinereus,1960894.0,20190415000000,,1720150.0,INCIDENTAL,"Cnr Glastonbury and Diggings Rd, Glastonbury",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51875,152.784425,-26.048225,Phascolarctos cinereus,1960895.0,20190417000000,,1720151.0,INCIDENTAL,"1 Tinana Road, Goomboorian (Community Tree Planting/ Field walk)",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51876,152.6647555555,-26.2800972222,Phascolarctos cinereus,1960896.0,20190416000000,,1720152.0,INCIDENTAL,"opp 855 MAry Valley Rd, Lagoon Pocket",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51877,152.6933861111,-26.2223416666,Phascolarctos cinereus,1960897.0,20190329000000,,1720153.0,INCIDENTAL,"30 Hall Rd, Glanmire , opposite Handy Hire business",10.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51878,153.0191277777,-26.3774861111,Phascolarctos cinereus,1960898.0,20190110000000,,1720154.0,INCIDENTAL,off McKinnon Drive Tewantin,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51881,152.8356583333,-26.0022472222,Phascolarctos cinereus,1960901.0,20190329000000,,1720157.0,INCIDENTAL, in forested area off Tin Can Bay Rd.,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51882,152.6921027777,-26.3934027777,Phascolarctos cinereus,1960902.0,20190504000000,,1720158.0,INCIDENTAL,2455 Mary Valley Road,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51883,152.8115055555,-26.1055638888,Phascolarctos cinereus,1960903.0,20190506000000,,1720159.0,INCIDENTAL,479 Tagigan Road Goomboorian,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51884,152.8121972222,-26.1042583333,Phascolarctos cinereus,1960904.0,20190506000000,,1720160.0,INCIDENTAL,"479 Tagigan Road, Goomboorian",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51885,152.8355277777,-26.0024055555,Phascolarctos cinereus,1960905.0,20190329000000,,1720161.0,INCIDENTAL,"Coondoo Creek, Riparian Zone 650m SSE of Forestry office",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51886,152.4370777777,-26.2039138888,Phascolarctos cinereus,1960906.0,20190416000000,,1720162.0,INCIDENTAL,"15 Upper Widgee Rd, Widgee. Picked up by Paula Rowlands",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51888,152.5036888888,-26.3797138888,Phascolarctos cinereus,1960908.0,20190517000000,,1720164.0,INCIDENTAL,Bluebell Amamoor Creek,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51905,152.7819388888,-26.0880611111,Phascolarctos cinereus,1960925.0,20190203000000,,1720049.0,INCIDENTAL,"148 Tagigan Rd, Goomboorian 4570",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51906,152.78115,-26.0880583333,Phascolarctos cinereus,1960926.0,20190420000000,,1720050.0,INCIDENTAL,"148 Tagigan Rd, Goomboorian 4570",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51907,152.6691972222,-26.2872111111,Phascolarctos cinereus,1960927.0,20190510000000,,1720051.0,INCIDENTAL,Between Butler and Palling Rds Gilldora,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51908,152.7140138888,-26.2196388888,Phascolarctos cinereus,1960931.0,20190612000000,,1720055.0,INCIDENTAL,"8 Edith Rd, Mothar Mt",50.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51911,152.5927805555,-26.3965194444,Phascolarctos cinereus,1960930.0,20190527000000,,1720054.0,INCIDENTAL,"Lot2, Ward Road, Kandanga",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51912,152.7711527777,-26.3274027777,Phascolarctos cinereus,1960932.0,20190304000000,,1720056.0,INCIDENTAL,113 Riley Rd Traveston,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51914,152.7589888888,-26.32785,Phascolarctos cinereus,1960934.0,20190618000000,,1720058.0,INCIDENTAL,"Traveston Road, about 20m from Kenman Road intersection",100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51915,152.5320638888,-26.1735527777,Phascolarctos cinereus,1960935.0,20190415000000,,1720059.0,INCIDENTAL,Greendale Road,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51916,152.4252583333,-26.2385055555,Phascolarctos cinereus,1960936.0,20190710000000,,1720060.0,INCIDENTAL,386 Power Rd Widgee,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51917,152.6217444444,-26.4086583333,Phascolarctos cinereus,1960937.0,20190708000000,,1720034.0,INCIDENTAL,Kandanga Creek Rd Kandanga,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51918,152.8005916666,-26.1565527777,Phascolarctos cinereus,1960938.0,20190531000000,,1720035.0,INCIDENTAL,Kin Kin Rd Wolvi,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51919,152.8005944444,-26.156625,Phascolarctos cinereus,1960939.0,20190620000000,,1720036.0,INCIDENTAL,Gympie Kin Kin RdPomona Rd,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51920,152.7889055555,-26.1498111111,Phascolarctos cinereus,1960940.0,20190522000000,,1720061.0,INCIDENTAL,Gympie Kin Kin Pomona Rd,100.0,16599,Koala Action Gympie Region records,3741,Koala Action Gympie Region,KAGR,2019
51923,152.05111294,-27.709633,Phascolarctos cinereus,1965842.0,20190922000000,20190922000000.0,1723357.0,INCIDENTAL,"Sawpit Gully Road, Rockmount",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51924,152.008,-27.6833,Phascolarctos cinereus,1965843.0,20190922000000,20190922000000.0,1723358.0,INCIDENTAL,"Rockmount Road, Rockmount",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51925,152.062613,-27.705383,Phascolarctos cinereus,1965844.0,20190922000000,20190922000000.0,1723359.0,INCIDENTAL,"Sawpit Gully Road, Rockmount",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51926,152.062589,-27.705423,Phascolarctos cinereus,1965845.0,20190922000000,20190922000000.0,1723360.0,INCIDENTAL,"Sawpit Gully Road, Rockmount",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51927,152.062554,-27.705298,Phascolarctos cinereus,1965846.0,20190922000000,20190922000000.0,1723361.0,INCIDENTAL,"Sawpit Gully Road, Rockmount",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51928,152.10661,-27.659375,Phascolarctos cinereus,1965847.0,20190924000000,20190924000000.0,1723362.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51929,152.106488,-27.65966,Phascolarctos cinereus,1965848.0,20190924000000,20190924000000.0,1723363.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51930,152.106732,-27.659452,Phascolarctos cinereus,1965849.0,20190924000000,20190924000000.0,1723364.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51931,152.085409,-27.50342,Phascolarctos cinereus,1965850.0,20190924000000,20190924000000.0,1723365.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51932,152.07492,-27.661782,Phascolarctos cinereus,1965851.0,20190927000000,20190927000000.0,1723366.0,INCIDENTAL,"Kennedys Road, Stockyard Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51933,152.076045,-27.66602,Phascolarctos cinereus,1965852.0,20190927000000,20190927000000.0,1723367.0,INCIDENTAL,"Kennedys Road, Stockyard Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51934,152.075967,-27.666245,Phascolarctos cinereus,1965853.0,20190927000000,20190927000000.0,1723368.0,INCIDENTAL,"Kennedys Road, Stockyard Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51935,152.08497,-27.53061,Phascolarctos cinereus,1965854.0,20190927000000,20190927000000.0,1723369.0,INCIDENTAL,"Kennedys Road, Stockyard Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51936,152.076123,-27.66649,Phascolarctos cinereus,1965855.0,20190927000000,20190927000000.0,1723370.0,INCIDENTAL,"Kennedys Road, Stockyard Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51937,151.98611111,-27.63633333,Phascolarctos cinereus,1969898.0,20191102000000,20191102000000.0,1727052.0,INCIDENTAL,"Gormans Gap Park, Upper Flagstone",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51938,152.030027,-27.47302,Phascolarctos cinereus,1969899.0,20191111000000,20191111000000.0,1727053.0,INCIDENTAL,"1437 Murphys Creek Road, Murphys Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51939,152.077282,-27.665937,Phascolarctos cinereus,1969900.0,20191128000000,20191128000000.0,1727054.0,INCIDENTAL,"Egert Road, Stockyard",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51940,152.382538,-27.113572,Phascolarctos cinereus,1969901.0,20191129000000,20191129000000.0,1727055.0,INCIDENTAL,Brisbane Valley Highway,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51941,152.3675039,-27.4508588,Phascolarctos cinereus,1969902.0,20191210000000,20191210000000.0,1727056.0,INCIDENTAL,Balaam Hill Road,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51942,152.087415,-27.530585,Phascolarctos cinereus,1969903.0,20200110000000,20200110000000.0,1727057.0,INCIDENTAL,"Behind Ashlands Dr, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51943,152.28805556,-27.51638889,Phascolarctos cinereus,1969904.0,20200113000000,20200113000000.0,1727058.0,INCIDENTAL,"Adare Road, Vinegar Hill",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51944,151.9891,-27.6613,Phascolarctos cinereus,1969905.0,20200113000000,20200113000000.0,1727059.0,INCIDENTAL,Preston Boundary Road,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51945,151.9564,-27.6495,Phascolarctos cinereus,1969906.0,20200118000000,20200118000000.0,1727060.0,INCIDENTAL,Preston Boundary Road,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51946,152.055131,-27.643612,Phascolarctos cinereus,1969907.0,20200119000000,20200119000000.0,1727061.0,INCIDENTAL,Stockyard Creek,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51947,152.368532,-27.451318,Phascolarctos cinereus,1969908.0,20200108000000,20200108000000.0,1727062.0,INCIDENTAL,Balaam Hill,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51948,152.076242,-27.66468,Phascolarctos cinereus,1965856.0,20190927000000,20190927000000.0,1723371.0,INCIDENTAL,"Kennedys Road, Stockyard Creek",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51949,152.169555,-27.546733,Phascolarctos cinereus,1965857.0,20190929000000,20190929000000.0,1723372.0,INCIDENTAL,"Connors, Road, Grantham",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51950,152.08486,-27.530571,Phascolarctos cinereus,1965858.0,20191003000000,20191003000000.0,1723373.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51951,152.08454,-27.53046,Phascolarctos cinereus,1965859.0,20191003000000,20191003000000.0,1723374.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51952,152.08455,-27.53076,Phascolarctos cinereus,1965860.0,20191003000000,20191003000000.0,1723375.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51953,152.08498,-27.53078,Phascolarctos cinereus,1965861.0,20191003000000,20191003000000.0,1723376.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51954,152.08516,-27.53069,Phascolarctos cinereus,1965882.0,20191003000000,20191003000000.0,1723377.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51955,152.08565,-27.53023,Phascolarctos cinereus,1965883.0,20191003000000,20191003000000.0,1723378.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51956,152.08576,-27.53015,Phascolarctos cinereus,1965884.0,20191003000000,20191003000000.0,1723379.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51957,152.08626,-27.53063,Phascolarctos cinereus,1965885.0,20191003000000,20191003000000.0,1723380.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51958,152.08603,-27.53064,Phascolarctos cinereus,1965886.0,20191003000000,20191003000000.0,1723381.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51959,152.08613,-27.53041,Phascolarctos cinereus,1965887.0,20191003000000,20191003000000.0,1723382.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51960,152.08588,-27.530152086,Phascolarctos cinereus,1965888.0,20191003000000,20191003000000.0,1723383.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51961,152.08598,-27.53057,Phascolarctos cinereus,1965889.0,20191003000000,20191003000000.0,1723384.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51962,152.369909,-27.455387,Phascolarctos cinereus,1969909.0,20200108000000,20200108000000.0,1727063.0,INCIDENTAL,Balaam Hill,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2020
51963,152.08622,-27.53039,Phascolarctos cinereus,1965890.0,20191003000000,20191003000000.0,1723385.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51964,152.0839,-27.53566,Phascolarctos cinereus,1965891.0,20191003000000,20191003000000.0,1723386.0,INCIDENTAL,"Ashlands Road, Withcott",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51965,152.008,-27.6833,Phascolarctos cinereus,1965892.0,20191030000000,20191030000000.0,1723387.0,INCIDENTAL,Rockmount Road,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51966,152.07715,-27.66589,Phascolarctos cinereus,1965893.0,20191030000000,20191030000000.0,1723388.0,INCIDENTAL,Kennedys Road,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51987,152.07805556,-27.6665,Phascolarctos cinereus,1965795.0,20190124000000,20190124000000.0,1723272.0,INCIDENTAL,"Kennedys Road, Stockyard",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51988,152.07277778,-27.6866666,Phascolarctos cinereus,1965796.0,20190615000000,20190615000000.0,1723273.0,INCIDENTAL,"Kennedys Road, Stockyard",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51989,152.079444,-27.66463889,Phascolarctos cinereus,1965797.0,20190623000000,20190623000000.0,1723274.0,INCIDENTAL,"Kennedys Road, Stockyard",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51990,152.1047222,-27.67222,Phascolarctos cinereus,1965798.0,20190624000000,20190624000000.0,1723293.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51991,152.111867,-27.566117,Phascolarctos cinereus,1965799.0,20190721000000,20190721000000.0,1723294.0,INCIDENTAL,Iredale,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51992,152.653382,-27.510802,Phascolarctos cinereus,1965800.0,20190801000000,20190801000000.0,1723295.0,INCIDENTAL,"Wanora Road, Glamorgan Vale",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51993,152.07494,-27.68877,Phascolarctos cinereus,1965801.0,20190804000000,20190804000000.0,1723296.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51994,152.49456,-27.551076,Phascolarctos cinereus,1965802.0,20190809000000,20190809000000.0,1723297.0,INCIDENTAL,Northern side Warrego Highway,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51995,152.379312,-27.464431,Phascolarctos cinereus,1965803.0,20190817000000,20190817000000.0,1723298.0,INCIDENTAL,Lockyer Waters,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51996,152.49438,-27.551377,Phascolarctos cinereus,1965804.0,20190822000000,20190822000000.0,1723299.0,INCIDENTAL,Southern side Warrego Highway,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51997,152.041022,-27.565182,Phascolarctos cinereus,1965805.0,20190826000000,20190826000000.0,1723300.0,INCIDENTAL,Blanchview,50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51998,152.247453,-27.4554916,Phascolarctos cinereus,1965806.0,20190831000000,20190831000000.0,1723301.0,INCIDENTAL,"Redbank Creek Rd., Lockyer National Park, Vinegar Hill",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
51999,152.098333,-27.68194,Phascolarctos cinereus,1965807.0,20190912000000,20190912000000.0,1723302.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
52000,152.1334695,-27.5229,Phascolarctos cinereus,1965808.0,20190913000000,20190913000000.0,1723303.0,INCIDENTAL,"230 Andersons Rd., Helidon",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
52009,152.1075,-27.66,Phascolarctos cinereus,1965817.0,20190401000000,20190401000000.0,1723312.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
52010,152.09084,-27.67895,Phascolarctos cinereus,1965818.0,20190124000000,20190124000000.0,1723313.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
52011,152.10786,-27.66631,Phascolarctos cinereus,1965819.0,20190323000000,20190323000000.0,1723314.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
52012,152.1066667,-27.659444,Phascolarctos cinereus,1965820.0,20190515000000,20190515000000.0,1723315.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
52013,152.10638889,-27.6597222,Phascolarctos cinereus,1965821.0,20190515000000,20190515000000.0,1723316.0,INCIDENTAL,"East Egypt Road, Egypt",50.0,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI,2019
